,smiles,prediction_neglogld50,actual_neglogld50,prediction_epa,actual_epa,prediction_epa_from_neglog
10693,NC(=O)NO,2.8637068,1.120705287,1,3,1
10694,NC(=O)Nc1ccc(Cl)c(Cl)c1,3.0484664,2.612877061,1,2,1
10695,NC(=O)Nc1ccc([As](=O)(O)O)cc1,1.9404691,2.708,2,2,2
10696,NC(=O)Nc1ccc([As](SCC(=O)O)SCC(=O)O)cc1,3.139811,2.594,1,2,1
10697,NC(=O)Nc1cccc2c3c([nH]c12)CCCC3,2.5966709,1.917892086,2,2,2
10698,NC(=O)Nc1ccccc1,2.4166422,1.58996236,2,2,2
10699,NC(=O)O,2.3322306,1.710067564,1,2,1
10700,NC(=O)O/N=C1\CSCCS1,2.6017742,3.568,1,1,1
10701,NC(=O)OC1CCCCC1,1.3614286,1.813477876,3,2,3
10702,NC(=O)OCC(COC(N)=O)c1ccccc1,1.862315,1.501958886,2,3,2
10703,NC(=O)OCC(O)C(O)C(N)C(=O)NC(C(=O)O)C1OC(n2cc(CO)c(=O)[nH]c2=O)C(O)C1O,2.265447,1.705314739,2,3,2
10704,NC(=O)OCC(O)C(O)C(N)C(=O)NC(C(=O)O)[C@H]1O[C@@H](n2cc(CO)c(=O)[nH]c2=O)[C@H](O)[C@@H]1O,2.371412,1.539076099,2,3,2
10705,NC(=O)OCC(O)COc1ccc(Cl)cc1,1.53026,2.518765048,3,2,3
10706,NC(=O)OCC1C(NC(=O)C(=NOCC(=O)O)c2csc(N)n2)C(=O)N1S(=O)(=O)O,2.4614263,1.668767853,2,3,2
10707,NC(=O)OCCCc1ccccc1,1.5672406,2.208061071,2,2,2
10708,NC(=O)OC[C@@H]1N=C(N)N2CCC(O)(O)C23NC(N)=NC13,2.411931,6.193,2,0,2
10709,NC(=O)OC[C@@H]1[C@H](NC(=O)/C(=N\OCC(=O)O)c2csc(N)n2)C(=O)N1S(=O)(=O)O,4.4938335,1.668767853,0,3,0
10710,NC(=O)ON=C1CSCCS1,3.2640488,3.567896889,1,1,1
10711,NC(=O)Oc1ccc(Br)cc1C(=O)Oc1ccccc1,1.8761332,2.128581479,2,2,2
10712,NC(=O)Oc1ccc(Cl)cc1C(=O)Oc1ccc(Cl)cc1Cl,2.682555,2.159061626,2,2,2
10713,NC(=O)Oc1ccc(Cl)cc1C(=O)Oc1ccccc1,2.6709116,2.066981532,2,2,2
10714,NC(=O)Oc1ccccc1C(=O)Oc1cc(Cl)ccc1Cl,2.8289707,2.1154574,1,2,1
10715,NC(=O)Oc1ccccc1C(=O)Oc1ccc(Cl)cc1,2.6714745,2.066981532,2,2,2
10716,NC(=O)Oc1ccccc1C(=O)Oc1ccc(Cl)cc1Cl,2.2649345,2.1154574,2,2,2
10717,NC(=O)Oc1ccccc1C(=O)Oc1ccc([N+](=O)[O-])cc1,2.2101533,2.082414806,2,2,2
10718,NC(=O)Oc1ccccc1C(=O)Oc1ccccc1,2.6648188,2.012406934,2,2,2
10719,NC(=O)Oc1ccccc1C(=O)Oc1ccccc1Cl,2.5476365,2.066981532,2,2,2
10720,NC(=O)Oc1ccccc1C(=O)Oc1ccccc1[N+](=O)[O-],2.7491713,2.082414806,2,2,2
10721,NC(=O)[C@@H]1CCCN1,2.1644666,1.358498302,2,3,2
10722,NC(=O)[C@@H]1C[C@]2(NC(=O)NC2=O)c2cc(F)ccc2O1,2.393034,2.144927415,2,2,2
10723,NC(=O)c1c(F)cccc1F,2.2369633,1.89216924,2,2,2
10724,NC(=O)c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1,3.2499998,2.227646106,1,2,1
10725,NC(=O)c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1N,3.5920053,1.354349324,1,3,1
10726,NC(=O)c1cc2cc(CN3CCCCC3)ccc2o1,2.3311274,3.014219705,2,1,2
10727,NC(=O)c1cc[n+](CC2=C(C(=O)O)N3C(=O)C(NC(=O)C(c4ccccc4)S(=O)(=O)O)C3SC2)cc1,2.3571622,1.727143092,2,3,2
10728,NC(=O)c1ccc(/N=C(\O)c2ccc(N)cc2)cc1,2.5381696,1.967521097,2,2,2
10729,NC(=O)c1ccc(Cl)c(N)c1,2.9438086,2.277733972,1,2,1
10730,NC(=O)c1ccc(Cl)c([N+](=O)[O-])c1,2.146726,1.892356669,2,2,2
10731,NC(=O)c1ccc(N)cc1,2.2132816,1.694539814,2,2,2
10732,NC(=O)c1ccc(NC(=O)c2ccc([N+](=O)[O-])cc2)cc1,1.9679941,2.015748765,2,2,2
10733,NC(=O)c1ccc([N+](=O)[O-])cc1,2.8330617,2.542856797,1,1,1
10734,NC(=O)c1ccc2nc(C(F)(F)F)[nH]c2c1,2.5583835,3.860014057,2,0,2
10735,NC(=O)c1ccc[n+](C2OC(COP(=O)([O-])OP(=O)(O)OCC3OC(n4cnc5c(N)ncnc54)C(O)C3O)C(O)C2O)c1,3.04992,2.382304516,2,2,2
10736,NC(=O)c1ccccc1Cl,1.8140706,2.071720137,2,2,2
10737,NC(=O)c1ccccc1O,1.7676022,2.120124472,2,2,2
10738,NC(=O)c1cccnc1,2.1723595,1.4202937080000002,2,2,2
10739,NC(=O)c1cn(CCO)nc1[N+](=O)[O-],3.3028693,1.739071409,1,2,1
10740,NC(=O)c1ncn(C2OC(CO)C(O)C2O)c1O,2.1017902,1.959277688,2,2,2
10741,NC(=O)c1ncn(C2OC(CO)C(O)C2O)n1,1.9447807,1.822500765,2,2,2
10742,NC(=O)c1ncn([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)n1,3.0281444,1.956394344,1,2,1
10743,NC(=S)Cc1cccc2ccccc12,1.9147298,3.52567958,2,1,2
10744,NC(=S)N=Nc1ccc(NN=C(N)N)cc1,2.947088,2.5002218330000003,1,2,1
10745,NC(=S)NC(=S)Nc1ccccc1,2.8413172,2.926990317,1,1,1
10746,NC(=S)NC(N)=S,2.9353237,4.432061292,1,0,1
10747,NC(=S)NNCNNC(N)=S,3.2725601,4.485674488,1,0,1
10748,NC(=S)NS(=O)(=O)c1ccc(N)cc1,2.8653803,1.887058133,1,2,1
10749,NC(=S)Nc1cc(Cl)ccc1Cl,2.4947526,2.867491058,2,1,2
10750,NC(=S)Nc1ccc(-c2ccc(NC(N)=S)cc2)cc1,1.933471,3.179592002,2,1,2
10751,NC(=S)Nc1ccc(Cl)cc1,1.8769933,4.094976289,2,0,2
10752,NC(=S)Nc1cccc(Cl)c1,2.4550316,3.873127539,2,0,2
10753,NC(=S)Nc1cccc2ccccc12,1.610325,4.7038972480000005,2,0,2
10754,NC(=S)Nc1ccccc1,2.1193042,4.705356169,2,0,2
10755,NC(=S)Nc1ccccc1Cl,1.7534192,4.608309716,2,0,2
10756,NC(=S)SSC(N)=S,3.025077,1.975575548,1,2,1
10757,NC(=S)c1c(Cl)cccc1Cl,1.9440877,2.434975791,2,2,2
10758,NC(C(=O)O)C(O)c1ccc(O)c(O)c1,1.9034307,1.328764792,2,3,2
10759,NC(C(=O)O)c1cc(=O)[nH]o1,2.8257594,3.088,1,1,1
10760,NC(C(=O)O)c1ccc(O)cc1,1.474056,1.67907471,3,2,3
10761,NC(C(=O)O)c1ccccc1,1.4437008,1.69800862,3,2,3
10762,NC(CC(=O)N1CCn2c(nnc2C(F)(F)F)C1)Cc1cc(F)c(F)cc1F,3.5135844,2.1328123480000003,1,2,1
10763,NC(CC(=O)O)C(=O)O,1.6297106,1.224531464,2,3,2
10764,NC(CCC(=O)NC(CSSCC(NC(=O)CCC(N)C(=O)O)C(=O)NCC(=O)O)C(=O)NCC(=O)O)C(=O)O,5.2997727,1.912144086,0,3,0
10765,NC(CCC(=O)O)C(=O)O,1.7155344,1.167657808,2,3,2
10766,NC(CCN1CCCCCC1)N=O,2.2373283,2.568837441,2,2,2
10767,NC(CCOc1ccc(C(=NO)C(=O)NC2CN(C(C(=O)O)c3ccc(O)cc3)C2=O)cc1)C(=O)O,2.4873772,1.796282856,2,3,2
10768,NC(CO)(CO)CO,1.42389,1.257198426,2,3,2
10769,NC(CO)C(=O)NNCc1ccc(O)c(O)c1O,1.9693595,1.686072761,2,3,2
10770,NC(CS)C(=O)O,1.5219194,1.806901045,2,2,2
10771,NC(CSCC(=O)O)C(=O)O,3.0115979,1.253287307,1,3,1
10772,NC(CSSCC(N)C(=O)O)C(=O)O,2.5161664,1.3807211869999998,2,3,2
10773,NC(Cc1c[nH]c2ccc(O)cc12)C(=O)O,1.921366,2.9572662610000005,2,1,2
10774,NC(Cc1ccc(N(CCCl)CCCl)cc1)C(=O)O,2.1122332,4.370648292,2,0,2
10775,NC(Cc1ccc(O)c(C(=O)O)c1)C(=O)O,1.6530573,1.477507123,3,3,3
10776,NC(Cc1ccc(O)c(O)c1)C(=O)O,2.0392509,2.044464885,2,2,2
10777,NC(Cc1ccc(Oc2ccc(N(CCCl)CCCl)cc2)cc1)C(=O)O,2.3790183,2.806729062,2,2,2
10778,NC(Cl)(Cl)c1nc(Cl)c(Cl)c(Cl)c1Cl,2.8544395,2.321962778,1,2,1
10779,NC(Cl)c1nc(Cl)c(Cl)c(Cl)c1Cl,1.8614731,2.372913552,2,2,2
10780,NC(N)=N/C(N)=N/Cc1ccccc1,2.8264766,2.599429117,1,1,1
10781,NC(N)=NC(CS)C(=O)O,2.7186055,1.4345742259999998,1,3,1
10782,NC(N)=NCC1CCC(C(=O)Oc2ccccc2C(=O)OCc2ccccc2)CC1,2.7478678,1.7086065419999998,2,3,2
10783,NC(N)=NCC1CCCCCCN1,1.4468569,1.7152663469999998,3,2,3
10784,NC(N)=NCC=Cc1ccccc1,2.6564648,2.58465601,1,1,1
10785,NC(N)=Nc1nc(CSCC/N=C/NS(=O)(=O)c2ccc(Br)cc2)cs1,4.0479045,1.775824266,0,3,0
10786,NC(N)=Nc1nc(CSCCC(N)=NS(N)(=O)=O)cs1,2.2657745,1.920869378,2,2,2
10787,NC(N)=Nc1nc2c(s1)CN(C(=O)NC1CC1)CC2,2.0542314,2.544621417,2,2,2
10788,NC(N)=O,1.4442772,0.7785129759999999,2,3,2
10789,NC(N)=S,2.4293258,1.825379339,1,2,1
10790,NC(N)=[Se],2.4348176,3.390995127,1,1,1
10791,NC1(C(=O)O)CCCC1,1.6098342,2.6961513260000003,2,1,2
10792,NC12CC3CC(CC(C3)C1)C2,1.4049983,2.185827082,3,2,3
10793,NC1=C(Cl)C(=O)c2ccccc2C1=O,1.6836493,2.183721911,2,2,2
10794,NC1=NC(=O)C(Br)C(c2ccccc2)=N1,2.7547677,1.919891632,1,2,1
10795,NC1=NC(=O)C(c2ccccc2)O1,2.6721833,2.606457791,1,1,1
10796,NC1=NC(=O)C2C(=NCC(CNc3ccc(C(=O)NC(CCC(=O)O)C(=O)O)cc3)N2C=O)N1,2.5591824,1.772180465,2,3,2
10797,NC1=NC(=O)CC(=O)N1,3.002542,1.104112374,1,3,1
10798,NC1=NC(=O)N=CC1F,2.313156,1.144764325,2,3,2
10799,NC1=NC(C(F)(F)F)(C(F)(F)F)NC1(C(F)(F)F)C(F)(F)F,4.492032,4.274033817,0,0,0
10800,NC1=NCC(c2ccccc2)O1,1.6429622,3.81208942,2,0,2
10801,NC1=NCC2c3ccccc3Cc3ccccc3N12,2.4769986,3.113450664,2,1,2
10802,NC1CC1,1.5099623,2.1082456730000003,2,1,2
10803,NC1CC1c1ccc(F)c(F)c1,1.7340959,3.529363614,2,0,2
10804,NC1CCC(CC2CCC(N)CC2)CC1,1.3246218,2.690516192,3,1,3
10805,NC1CCC2C3CCC(C3N)C12,1.5565728,2.171,2,2,2
10806,NC1CCCC(N)C1,1.3097392,2.466571072,3,1,3
10807,NC1CCCCC1,1.4974041,2.139078471,2,2,2
10808,NC1CCCCC1N,1.408162,1.798998397,2,2,2
10809,NC1CCCc2ccccc2C1,1.532486,2.776130573,2,1,2
10810,NC1CCN(c2cccc(Cl)n2)CC1,1.7071921,3.0469590510000004,2,1,2
10811,NC1CCN(c2nc3c(cc2F)c(=O)c(C(=O)O)cn3-c2ccc(F)cc2F)C1,2.637493,1.828604049,2,3,2
10812,NC1CCS(=O)(=O)C1,2.192505,1.130894716,2,3,2
10813,NC1CCc2ccccc2C1,2.018817,3.1679697630000003,2,1,2
10814,NC1CONC1=O,1.8014628,1.133934702,2,3,2
10815,NC1Cc2ccccc2C1,2.0243895,2.611267062,2,1,2
10816,NC=O,1.5615716,0.908923961,2,3,2
10817,NCC(=O)NC(CCC(N)=O)C(=O)O,1.764917,1.599498529,2,3,2
10818,NCC(=O)N[C@@H](CCC(N)=O)C(=O)O,3.139845,1.599498529,1,3,1
10819,NCC(=O)O,1.492282,1.3517025930000002,2,2,2
10820,NCC(CC(=O)O)c1ccc(Cl)cc1,1.5772994,3.168363352,3,1,3
10821,NCC(O)CCl,1.4750341,3.3406661630000003,2,1,2
10822,NCC(O)CO,1.5150062,1.2342262309999998,2,3,2
10823,NCC(O)c1ccc(O)c(O)c1,1.5319698,3.1077750889999995,2,1,2
10824,NCC(O)c1ccc(O)cc1,1.6205602,2.147778402,2,2,2
10825,NCC(O)c1cccc(O)c1,1.6269685,2.594140293,2,1,2
10826,NCC(c1cccs1)N1CCCCC1,1.4918674,2.151793107,3,2,3
10827,NCC1CC2CCC1C2,1.3810021,1.948437245,3,2,3
10828,NCC1CCC(C(=O)O)CC1,1.7090467,1.196445028,2,3,2
10829,NCC1CCC(C(=O)Oc2ccc(CCC(=O)O)cc2)CC1,1.794171,2.307873077,2,2,2
10830,NCC1CCC(CN)CC1,1.2445592,2.428764193,3,2,3
10831,NCC1CCC(N)C(OC2C(N)CC(N)C(OC3OC(CO)C(O)C(N)C3O)C2O)O1,1.6180999,1.812693149,3,3,3
10832,NCC1CCC=CO1,1.5147467,2.0536929390000003,2,2,2
10833,NCC1CCCC(CN)C1,1.628189,2.101984061,2,2,2
10834,NCC1CCCCO1,1.3194774,2.199,3,2,3
10835,NCC1OC(OC2C(CO)OC(OC3C(O)C(N)CC(N)C3OC3OC(CO)C(O)C(O)C3N)C2O)C(N)C(O)C1O,1.8220564,1.78927917,3,3,3
10836,NCC1OC(OC2C(N)CC(N)C(O)C2OC2OC(CO)C(O)C2O)C(N)C(O)C1O,1.5647445,1.65751191,3,3,3
10837,NCC1OC(OC2C(N)CC(N)C(OC3OC(CO)C(O)C(N)C3O)C2O)C(N)C(O)C1O,1.5623055,1.684413544,3,3,3
10838,NCC1OC(OC2C(N)CC(N)C(OC3OC(CO)C(O)C(N)C3O)C2O)C(N)CC1O,3.4719088,1.794738931,1,3,1
10839,NCC1OC(OC2C(N)CC(N)C(OC3OC(CO)C(O)C(N)C3O)C2O)C(O)C(O)C1O,1.5338345,1.685296471,3,3,3
10840,NCCC(=O)O,1.5123296,1.1538989590000002,2,3,2
10841,NCCC(O)C(=O)NC1CC(N)C(OC2OC(CN)CCC2N)C(O)C1OC1OC(CO)C(O)C(N)C1O,2.0196207,1.86737005,3,3,3
10842,NCCC=C1c2ccccc2COc2ccccc21,1.6007907,2.41797137,3,2,3
10843,NCCCC(N)(C(=O)O)C(F)F,1.6885365,1.385415595,2,3,2
10844,NCCCC(N)C(=O)O,1.6558533,1.121109888,2,3,2
10845,NCCCC1(CCCN)c2ccccc2-c2ccccc21,1.8502747,2.655409552,2,2,2
10846,NCCCCC(CN)CCCN,1.2967966,2.357994994,3,2,3
10847,NCCCCC(N)C(=O)O,1.5809085,1.108012815,2,3,2
10848,NCCCCC(OP(=O)(O)CCCCc1ccccc1)C(=O)N1CCCC1C(=O)O,2.2874072,1.768861973,2,3,2
10849,NCCCCCCC(=O)O,1.5430936,1.207730089,2,3,2
10850,NCCCCCCCCCCC(=O)O,1.5717831,1.303821922,3,3,3
10851,NCCCCCCCCCCCC(=O)O,1.5939695,1.893628068,3,2,3
10852,NCCCCCCN,1.2988251,2.100034326,3,2,3
10853,NCCCCCCNCCCCCCN,1.3188252,2.424730436,3,2,3
10854,NCCCCCNCCSP(=O)(O)O,2.6577415,2.075328329,2,2,2
10855,NCCCCN,1.4614717,2.166367551,2,2,2
10856,NCCCC[C@H](N)C(=O)O,1.6234165,1.164917666,2,3,2
10857,NCCCC[C@H](N[C@@H](CCc1ccccc1)C(=O)O)C(=O)N1CCC[C@H]1C(=O)O,2.6879437,1.678566578,2,3,2
10858,NCCCN(CCO)CCO,1.5655198,1.666071155,2,2,2
10859,NCCCN1CCOCC1,1.2962055,1.689197453,3,2,3
10860,NCCCNCCCN,1.489802,2.272911922,2,2,2
10861,NCCCNCCCNCCCNCCCN,1.6422895,2.394,3,2,3
10862,NCCCNCCNCCCN,1.603344,2.173091592,2,2,2
10863,NCCCNCCSP(=O)(O)O,2.7330308,2.4138941590000003,1,2,1
10864,NCCCO,1.1171173,1.43,3,2,3
10865,NCCCOCCCCOCCCN,1.0376176,1.772479031,3,2,3
10866,NCCCOCCOCCO,1.3385549,1.399852034,3,3,3
10867,NCCCOCCOCCOCCCN,1.4454625,1.843353042,3,2,3
10868,NCCC[C@H](N)C(=O)O,1.479204,1.121109888,2,3,2
10869,NCCC[Si]12OCCN(CCO1)CCO2,1.8005787,1.602725898,2,3,2
10870,NCCCn1ccnc1,1.6169951,1.847097598,2,2,2
10871,NCCN,1.4415971,1.836370366,2,2,2
10872,NCCN(CCN)CCN,1.7111423,2.774125132,2,1,2
10873,NCCN1CCNCC1,1.5286342,1.78087227,2,2,2
10874,NCCN1CCOCC1,1.6187943,1.6374597080000002,2,2,2
10875,NCCNCCN,1.6887474,1.860649625,2,2,2
10876,NCCNCCNCCN,1.7780141,1.76712023,2,2,2
10877,NCCNCCNCCNCCN,1.6250111,1.7935793759999998,2,2,2
10878,NCCNCCNCCNCCNCCN,1.6498852,2.162071289,3,2,3
10879,NCCNCCNCCO,1.344713,1.5023917219999998,3,2,3
10880,NCCNCCNCc1ccccc1O,2.1135361,1.959026867,2,2,2
10881,NCCNCCO,1.560915,1.60689455,2,2,2
10882,NCCNCc1ccccc1O,1.7741634,1.652492005,2,2,2
10883,NCCNS(=O)(=O)c1cccc2cnccc12,2.500907,2.400211498,2,2,2
10884,NCCNc1ccc(N)cc1,1.5083262,2.900835529,2,1,2
10885,NCCO,1.4994125,1.550399022,2,2,2
10886,NCCOC(=O)C=CC(=O)OCCN,1.8736697,1.613837526,2,2,2
10887,NCCOC(=O)c1ccccc1,2.1506588,1.25072192,2,3,2
10888,NCCOCCN,1.2825373,2.034948396,3,2,3
10889,NCCOCCO,1.340525,1.490276664,2,2,2
10890,NCCOCNc1ccccc1,1.6747026,5.428302039,2,0,2
10891,NCCOS(N)(=O)=O,1.5617788,1.273897655,2,3,2
10892,NCCS(=O)(=O)O,2.670419,1.305877079,1,3,1
10893,NCCSSCCN,2.8096771,2.2303576730000003,1,2,1
10894,NCCc1c[nH]c2ccccc12,1.8255293,2.413026078,2,2,2
10895,NCCc1ccc(O)c(O)c1,1.4956675,1.728990745,2,2,2
10896,NC[C@@H]1O[C@H](O[C@@H]2[C@@H](CO)OC(O[C@H]3C(O[C@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4N)[C@@H](N)C[C@@H](N)[C@@H]3O)[C@@H]2O)[C@H](N)[C@@H](O)[C@@H]1O,2.5189698,1.4544669069999998,2,3,2
10897,NC[C@@H]1O[C@H](O[C@H]2[C@@H](O)[C@H](O[C@@H]3[C@@H](O)[C@H](N)C[C@H](N)[C@H]3O[C@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3N)O[C@@H]2CO)[C@H](N)[C@@H](O)[C@@H]1O,1.5782012,1.454,3,3,3
10898,NC[C@H](O)c1ccc(O)cc1,1.84366,2.091783215,2,2,2
10899,NC[C@H]1O[C@H](O[C@H]2[C@H](O)[C@@H](O[C@H]3O[C@H](CO)[C@@H](O)[C@H](N)[C@H]3O)[C@H](N)C[C@@H]2N)[C@H](N)C[C@@H]1O,1.738637,1.794738931,3,3,3
10900,NC[C@H]1O[C@H](O[C@H]2[C@H](O)[C@@H](O[C@H]3O[C@H](CO)[C@@H](O)[C@H](N)[C@H]3O)[C@H](N)C[C@@H]2N)[C@H](N)[C@@H](O)[C@@H]1O,1.6834401,1.684413544,3,3,3
10901,NC[C@H]1O[C@H](O[C@H]2[C@H](O)[C@@H](O[C@H]3O[C@H](CO)[C@@H](O)[C@H](N)[C@H]3O)[C@H](N)C[C@@H]2N)[C@H](O)[C@@H](O)[C@@H]1O,1.6195143,1.685296471,3,3,3
10902,NC[C@H]1O[C@H](O[C@H]2[C@H](O[C@@H]3O[C@H](CO)[C@@H](O)[C@H]3O)[C@@H](O)[C@H](N)C[C@@H]2N)[C@H](N)[C@@H](O)[C@@H]1O,2.5420508,1.65751191,2,3,2
10903,NCc1cc(O)no1,1.9255836,3.404088355,2,0,2
10904,NCc1ccc(S(N)(=O)=O)cc1,1.8570246,1.305709706,2,3,2
10905,NCc1cccc(CN)c1,1.4931544,2.12781167,2,2,2
10906,NN1C(=O)CC(c2cccc(Br)c2)C1=O,2.5299208,2.225790487,2,2,2
10907,NN1C(=O)CSC1=S,3.018369,4.826491094,1,0,1
10908,NN=CNc1nc2c(s1)CN(C(=O)NC1CC1)CC2,2.6652408,2.544621417,2,2,2
10909,NNC(=O)/C=C\C(=O)O,3.3937447,2.042405304,1,2,1
10910,NNC(=O)C(N)CS,2.4804285,2.109761694,1,2,1
10911,NNC(=O)CCCCC(=O)NN,2.3426757,1.801567532,2,2,2
10912,NNC(=O)CCCCCCCCC(=O)NN,2.1277912,1.964376558,2,2,2
10913,NNC(=O)CSc1cc(Oc2ccc(Cl)cc2)ncn1,2.5524182,2.589343511,2,2,2
10914,NNC(=O)CSc1cc(Oc2ccc(F)cc2)ncn1,2.5527651,2.8667465030000003,2,1,2
10915,NNC(=O)CSc1cc(Oc2ccccc2)ncn1,2.6597843,3.0989912110000004,2,1,2
10916,NNC(=O)NN,2.777661,1.158707805,1,3,1
10917,NNC(=O)OC1CC2CCC(C1)N2C(=O)Oc1ccccc1,2.6889052,1.609713904,2,3,2
10918,NNC(=O)[C@@H](N)CS,2.600384,2.109761694,1,2,1
10919,NNC(=O)c1ccncc1,2.4463904,2.024481709,1,2,1
10920,NNC(=S)NN,3.027592,3.691482612,1,0,1
10921,NNC(N)=S,1.986129,3.915164499,2,0,2
10922,NNCCc1ccccc1,1.5256675,2.811951435,2,1,2
10923,NNS(=O)(=O)c1ccc(Oc2ccc(S(=O)(=O)NN)cc2)cc1,2.9997861,2.131123339,1,2,1
10924,NNc1ccc(N(CCO)CCO)nn1,1.9725726,2.073598205,2,2,2
10925,NNc1ccccc1,1.7887292,2.75984458,2,1,2
10926,NNc1nnc(NN)c2ccccc12,2.347095,2.7351653010000003,2,1,2
10927,NNc1nncc2ccccc12,1.9100889,2.932766683,2,1,2
10928,NP(=S)(N1CC1)N1CC1,2.5281365,3.393138962,1,1,1
10929,NP(N)(=O)Nc1ccccc1[N+](=O)[O-],2.4239147,1.895238529,2,2,2
10930,NP(N)(=O)Oc1ccccc1,2.6734807,2.6337814390000003,1,1,1
10931,NS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,4.46,3.4626956680000003,0,1,0
10932,NS(=O)(=O)C1CCCCC1,2.122091,3.30974192,2,1,2
10933,NS(=O)(=O)CCNC(=O)N(CCCl)N=O,3.4098606,3.810714613,1,0,1
10934,NS(=O)(=O)CCl,2.8288836,1.33074238,1,3,1
10935,NS(=O)(=O)Cc1noc2ccccc12,2.756737,2.026646237,1,2,1
10936,NS(=O)(=O)OCC(Cl)(Cl)Cl,3.0910926,1.48379453,1,3,1
10937,NS(=O)(=O)c1c(Cl)c(Cl)c(Cl)c2[nH]c(C(F)(F)F)nc12,4.0805726,3.647419502,0,1,0
10938,NS(=O)(=O)c1cc(-c2nnn[nH]2)c(NCc2cccs2)cc1Cl,2.7472773,2.163506983,2,2,2
10939,NS(=O)(=O)c1cc(C(=O)NN2CC3C4CCC(C4)C3C2)ccc1Cl,2.6389,1.6649638169999998,2,3,2
10940,NS(=O)(=O)c1cc(C(=O)NN2C[C@H]3[C@@H]4CCC(C4)[C@H]3C2)ccc1Cl,2.6631525,1.6649638169999998,2,3,2
10941,NS(=O)(=O)c1cc(C(=O)O)c(NCc2ccco2)cc1Cl,2.6907742,2.096252666,2,2,2
10942,NS(=O)(=O)c1cc(C(=O)O)cc(N2CCCC2)c1Oc1ccccc1,2.587046,1.810931005,2,3,2
10943,NS(=O)(=O)c1cc(C2(O)NC(=O)c3ccccc32)ccc1Cl,2.2883232,1.654846245,2,3,2
10944,NS(=O)(=O)c1cc(Cl)c(Cl)c(S(N)(=O)=O)c1,3.0941472,1.484489872,1,3,1
10945,NS(=O)(=O)c1cc2c(cc1Cl)CN(C1CCCCC1)C2=O,3.10324,1.738808295,1,3,1
10946,NS(=O)(=O)c1cc2c(cc1Cl)N=C(CSCc1ccccc1)NS2(=O)=O,2.3990333,1.635431467,2,3,2
10947,NS(=O)(=O)c1cc2c(cc1Cl)N=CNS2(=O)=O,3.2278934,1.470893915,1,3,1
10948,NS(=O)(=O)c1cc2c(cc1Cl)NC(C(Cl)Cl)NS2(=O)=O,2.7775648,1.832351498,2,3,2
10949,NS(=O)(=O)c1cc2c(cc1Cl)NC(C1CC3C=CC1C3)NS2(=O)=O,2.916862,1.7158763769999998,1,3,1
10950,NS(=O)(=O)c1cc2c(cc1Cl)NC(CC1CCCC1)NS2(=O)=O,3.0135903,2.579659005,1,2,1
10951,NS(=O)(=O)c1cc2c(cc1Cl)NC(Cc1ccccc1)NS2(=O)=O,2.8620446,1.58868619,2,3,2
10952,NS(=O)(=O)c1cc2c(cc1Cl)NCNS2(=O)=O,3.7899997,2.034511783,0,2,0
10953,NS(=O)(=O)c1ccc(Cl)c(S(N)(=O)=O)c1,2.7843997,2.90103982,1,1,1
10954,NS(=O)(=O)c1ccc(N2CCCCS2(=O)=O)cc1,2.992327,1.587884499,1,3,1
10955,NS(=O)(=O)c1ccc(NC(=O)c2cc(=O)c3ccccc3o2)cc1,2.570975,1.661936302,2,3,2
10956,NS(=O)(=O)c1ccc(NC(=S)Nc2ccc(F)cc2)cc1,2.335783,1.968336158,2,2,2
10957,NS(=O)(=O)c1ccc2nc(C(F)(F)F)[nH]c2c1,3.5468416,4.101380426,1,0,1
10958,NS(=O)(=O)c1ccccc1,2.439638,2.200362311,2,2,2
10959,NS(=O)(=O)c1ccccc1C(F)(F)F,2.9542594,2.291853189,1,2,1
10960,N[C@@H](C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C(Cl)CS[C@H]12)c1ccccc1,2.6271815,1.26459826,2,3,2
10961,N[C@@H](CC(=O)N1CCn2c(nnc2C(F)(F)F)C1)Cc1cc(F)c(F)cc1F,3.4868639,2.1328123480000003,1,2,1
10962,N[C@@H](CC(=O)O)C(=O)O,1.5785288,1.823157848,2,2,2
10963,N[C@@H](CCC(=O)O)C(=O)O,1.7091925,0.969044148,2,3,2
10964,N[C@@H](CS)C(=O)O,1.5617362,1.806901045,2,2,2
10965,N[C@@H](CSCC(=O)O)C(=O)O,1.8297973,1.077239476,2,3,2
10966,N[C@@H](CSSC[C@H](N)C(=O)O)C(=O)O,2.3936718,0.982824606,2,3,2
10967,N[C@@H](Cc1c[nH]c2ccccc12)C(=O)O,1.6125019,2.009087415,2,2,2
10968,N[C@@H](Cc1c[nH]cn1)C(=O)O,1.6200681,1.014680115,2,3,2
10969,N[C@@H](Cc1ccc(N(CCCl)CCCl)cc1)C(=O)O,2.1469111,4.435,2,0,2
10970,N[C@@H](Cc1ccc(O)c(O)c1)C(=O)O,2.4983718,2.044464885,2,2,2
10971,Nc1[nH]c(=O)ncc1F,1.6249155,0.934814799,2,3,2
